E_true,E_rec
20,24.56180491487308
20,24.675884561341174
20,24.129239869190496
20,22.174282459197805
20,23.4579455125016
20,30.81443997731529
20,19.749040679949243
20,18.68301694700361
20,22.10463996225032
20,23.36617910354764
20,24.835578502385466
20,24.757399156910214
20,22.032531367747573
20,25.59125213525322
20,22.635402704828806
20,21.07463601517236
20,24.525804235128515
20,22.85494320942147
20,24.01709422419962
20,21.28350877592124
20,19.69638213997858
20,24.026185279045652
20,24.18738897625352
20,23.592001858661185
20,26.076269719349607
20,21.159363985311128
20,23.659865293884664
20,22.98021037255709
20,23.412742744844657
20,23.251337865915318
20,22.77590639412588
20,22.034071654291726
20,21.433874901788595
20,19.369540049640264
20,24.747388789242706
20,23.57327424456014
20,21.59079678276325
20,23.399118757532236
20,20.736132997369385
20,26.567482149470546
20,22.433230712296687
20,23.218029064350265
20,20.6883509233771
20,21.52039796268305
20,21.48967413506993
20,21.511200860367325
20,22.75470210148512
20,23.199572042389132
20,26.997876616064893
20,22.810107824951924
20,21.867258493974212
20,22.676738524856585
20,22.112003673572175
20,23.51176621938553
20,21.76927409223321
20,24.3029458763033
20,23.867785181885736
20,21.446084502500042
20,23.601273485316145
20,22.40602472473814
20,21.96754462731293
20,20.281283603352836
20,24.57190243954205
20,21.338317342782783
20,21.301533496335388
20,25.96375232248428
20,16.02160099953749
20,23.395578581586868
20,18.84533897623536
20,21.020811693737347
20,21.024618309668575
20,20.557670884357144
20,20.559054059576688
20,19.473016366456783
20,17.834951522036633
20,21.066273237765927
20,19.68123899897407
20,22.66330609039561
20,19.76283424474706
20,22.759508728135717
20,21.67070404556177
20,20.605709826208265
20,19.93321381690506
20,18.56488088602051
20,23.32657417277751
20,21.008105718603346
20,20.52654378172966
20,25.676005235282286
20,22.982218221525844
20,23.066324693964855
20,26.41656365158972
20,20.83705404620369
20,19.222574455578517
20,25.10833704545879
20,23.351006238779284
20,23.487193571387273
20,22.89420733714278
20,22.442344934925234
20,25.638568053324615
20,20.571166224356954
20,20.172868964335027
20,21.808304121278063
20,23.76393604464099
20,22.732064739034033
20,20.079656154493364
20,20.166674131374624
20,22.511379343289114
20,20.4761140066054
20,22.57259546756002
20,22.91644902396047
20,23.35567689042253
20,21.478343170931467
20,22.617741178331208
20,22.11006414757928
20,21.987446238776847
20,28.20048021175611
20,22.051516240903773
20,19.18179381723597
20,21.786962171993817
20,20.484859550824385
20,19.360053848780534
20,22.38231592358103
20,20.813781032550462
20,24.238265475519693
20,17.662555446591725
20,18.52172084583672
20,23.507395282731498
20,17.89324456673261
20,19.15631706269383
20,19.958686020508267
20,22.628659521480444
20,23.390046327371003
20,18.950237526172295
20,22.060904647887437
20,20.111435959804055
20,23.08606856559955
20,20.926744368303712
20,24.537099318248373
20,23.444337793976608
20,22.631082933775254
20,21.426193607996414
20,19.061697883225833
20,23.28108497082805
20,19.688297612495106
20,20.50927928208491
20,18.326610429741084
20,22.437119887164176
20,22.65879174968842
20,20.54981119921098
20,21.58400737526396
20,20.879694910385297
20,21.75818764012149
20,20.90713761095559
20,21.232521229874603
20,21.896526648405967
20,22.210677937322945
20,19.42314870770632
20,24.889012662147344
20,24.736441281601323
20,22.069038042143106
20,20.064816777407998
20,23.715239799571087
20,23.487395220977117
20,24.209108424975383
20,19.657287593111977
20,20.356222118662583
20,21.58240757250408
20,24.006832835287263
20,23.27759554834367
20,17.28417923276275
20,20.16929060803018
20,25.359600260548415
20,19.374450774147775
20,24.004038059984428
20,22.02985105998741
20,23.496765270982415
20,24.572097415943155
20,22.59794482964766
20,24.16445841924044
20,21.145491995830692
20,24.03472042717005
20,20.803254320575007
20,21.498295476858427
20,22.492117586579884
20,18.018875277562827
20,20.42754808786941
20,24.24282099208925
20,20.711995314279395
20,22.55155422713891
20,22.757803223615984
20,27.25172439816764
20,21.92007125464134
20,23.32125893353814
20,17.259543859062475
20,18.27541441864892
20,19.286301273710635
20,24.626150696439577
20,23.71362058782157
20,22.179637970970163
20,24.038189822290086
20,20.87650528992816
20,24.011163728766594
20,21.064530138705557
20,22.544747763061967
20,25.321976979537823
20,22.1782765201255
20,24.180696161449607
20,18.489384317310456
20,25.900694335680317
20,22.150359967233584
20,24.078112464269616
20,20.440640203131956
20,21.452975094814327
20,24.384211703503926
20,21.57372547161605
20,24.14448334058674
20,22.083839757549768
20,23.643307295747597
20,17.390243307872797
20,24.16428599561096
20,21.040103183949398
20,23.59241428645777
20,22.67891147095274
20,21.7274820509083
20,21.6125125126149
20,21.98989334546595
20,14.76983902126043
20,24.53835540514944
20,24.418640680621635
20,22.581645678309066
20,21.825551942876018
20,24.871889671179964
20,18.456859094751945
20,19.305892252100648
20,22.778602843256714
20,23.946397444244592
20,24.28453303991291
20,19.86100990964768
20,20.24884511685298
20,19.362218991612245
20,25.769623692019007
20,23.113630142823688
20,22.75652902188738
20,23.080359444757896
20,23.822736942714556
20,18.47201520864469
20,22.972360889201674
20,23.006162094323994
20,21.021242775094915
20,19.852592765866337
20,25.473329679434045
20,16.639023028848438
20,19.633370941598834
20,23.459038787831194
20,22.480496817789568
20,20.508448263609885
20,20.92318301312027
20,24.000564868315948
20,25.266408091659923
20,19.635152898036054
20,21.885040245907366
20,24.632152488577063
20,20.748300629877203
20,27.64186599364413
20,20.03159049355805
20,19.978185491009253
20,22.865716577372282
20,28.71799805269041
20,23.038905006390447
20,26.785804435426282
20,21.650058576402895
20,22.18949451612237
20,20.23128924258771
20,19.58102108172166
20,20.251041771663232
20,24.92261549703597
20,27.95630588019287
20,19.137629657503375
20,21.382938198429436
20,22.923770241751562
20,21.24181400959302
20,23.36247042404548
20,25.55799756994173
20,17.338615731495796
20,20.691846637816468
20,20.12084673411224
20,24.92404061131559
20,22.198901879731984
20,27.171271189763683
20,21.057751410309915
20,23.432547622093686
20,21.57902553822611
20,21.643421807003737
20,20.07301086557095
20,23.16242999991551
20,22.769515664284327
20,19.897738665074527
20,22.076821055412765
20,21.69003920738263
20,23.751193471982372
20,21.634969641129157
20,26.27546720479301
20,20.185793546022037
20,21.53064980926964
20,23.691424008073305
20,26.01649366210527
20,25.120568111577313
20,22.11231902126215
20,25.951624234905285
20,21.366782722708745
20,22.42825594132585
20,21.04974515917435
20,25.180157240665054
20,20.438370545127363
20,22.558725773563374
20,20.48666755674995
20,27.524573051524662
20,19.849338003695834
20,24.442389595177932
20,20.149103354696614
20,25.696752909551403
20,17.09539979206512
20,25.210034913236058
20,20.725380552273386
20,19.160579374875123
20,22.312674312779837
20,22.1713461470203
20,23.099500212789607
20,20.780147599613144
20,24.226867121673692
20,20.907924124501786
20,22.365362414336957
20,22.969869394800345
20,22.605924127281146
20,22.577506272203255
20,19.511901607749348
20,18.896025117782397
20,24.504523823665274
20,19.85226333046612
20,26.104522280024405
20,20.203110086277828
20,19.392909615550742
20,21.64184396135984
20,21.79236933155451
20,18.659279453748006
20,21.102690011179963
20,20.928016746532254
20,19.993703661974735
20,22.997945731511926
20,22.443373415320934
20,28.04376760913478
20,21.502357907313918
20,22.482033285267313
20,22.578964192146028
20,21.23705874626553
20,25.456062764106374
20,18.91874809171379
20,18.124751835713695
20,24.097439846384198
20,24.550622007053697
20,25.54642273739331
20,23.096943017269588
20,20.1283123530414
20,22.427920182395045
20,21.835763301216396
20,20.591651254762603
20,22.385713956602544
20,22.27171826657656
20,21.936864722996997
20,22.403212747387922
20,27.189537062137546
20,23.806703170621915
20,20.07654898217821
20,19.293559071943097
20,18.25232422521232
20,23.78749004804
20,20.28615909743771
20,21.26017358108388
20,23.098303054640596
20,22.67937934538733
20,23.849183920983307
20,21.586670297070967
20,21.272430580963324
20,20.20934028084893
20,23.535907784914173
20,20.79064462585801
20,19.575426091729632
20,22.34944251889599
20,25.28744162492322
20,24.461258864069347
20,21.758778311755908
20,21.550095105422077
20,20.94049092414138
20,24.15184574885501
20,23.196631479613146
20,20.392251946270694
20,25.35323054603535
20,18.365896765560834
20,22.812985724293664
20,24.218041799664338
20,21.67912004539367
20,16.813855553788528
20,17.175279229227026
20,22.714166914572953
20,18.22473106873892
20,19.697590967300357
20,23.03579928824399
20,19.302271027071594
20,26.559073551337214
20,22.2405939556857
20,26.19180255898127
20,21.81017584419037
20,21.87251765752393
20,22.601141326799244
20,21.612681803630807
20,26.84738780903197
20,24.940434508683868
20,16.052288684728612
20,19.681984741815974
20,22.257916194573152
20,20.51883430481457
20,22.988595644543192
20,20.430739799247828
20,23.10326524573407
20,22.481843222819077
20,19.85304093735963
20,22.598032424402223
20,20.94120592271873
20,23.19720864430894
20,20.904285816470924
20,21.839967582354824
20,23.045924045959495
20,22.221127262859916
20,22.140097038854485
20,21.939880387010554
20,23.272333823918093
20,22.022340421608973
20,20.094335405797114
20,16.280023537322013
20,18.580069605883637
20,20.354776056560958
20,21.68966574257062
20,22.12878746805923
20,22.255844317071666
20,20.906031343283242
20,24.188286422245
20,24.86944832340032
20,25.924545933815185
20,20.21743103784696
20,22.027399180473086
20,24.904673259264904
20,19.88939857306458
20,21.97706114738461
20,22.57594332747216
20,22.826594855660247
20,24.739462048375103
20,25.394099716432088
20,20.488514886933544
20,25.332636897005237
20,21.97111814755713
20,22.111843672945128
20,25.292459470589986
20,23.166366475446047
20,21.398174311627322
20,21.66950018860225
20,23.01769218818649
20,18.398964086290686
20,19.154947053914896
20,26.131715229109364
20,23.91638398055574
20,21.32608952643972
20,23.271866083809055
20,21.671663707835158
20,22.31180815268652
20,26.359013743597902
20,20.96150807229013
20,25.661150403319052
20,21.35604259324314
20,20.93411495873619
20,20.958140674703028
20,20.895259395203848
20,19.992852438133827
20,16.714956981870017
20,20.33079088184882
20,21.381071076544796
20,23.136015774883443
20,21.61117188932706
20,24.233262397658315
20,26.865763394503762
20,26.604138007040902
20,23.8284946732608
20,22.80145335897199
20,21.15367543959588
20,25.47254827376978
20,22.71940661671384
20,21.838276598008253
20,22.726850224851287
20,21.747905719687072
20,22.34016029429845
20,18.3204679004136
20,18.86080185781313
20,23.055049186733942
20,21.520138595092767
20,20.924946143039158
20,23.732881037499133
20,25.20225648248416
20,19.87435957628847
20,21.444686521934727
20,21.638339131370874
20,23.398301809795676
20,21.573219747592194
20,24.320791135327834
20,25.032405024519726
20,24.30804642082399
20,18.350333054616527
20,22.818199160177976
20,24.57072584567158
20,22.960524679922102
20,23.974568443840724
20,21.962599577092924
20,22.09683417255869
20,22.303923606111255
20,25.32832329270091
20,23.842309900179202
20,24.78540503171758
20,22.3325314717316
20,20.945613650449143
20,25.48188989279086
20,23.541371257595735
20,23.18136707766694
20,24.000717316580175
20,22.313639572057927
20,22.299660031042965
20,21.69030756470786
20,22.717403151892952
20,24.16923506993794
20,25.68950463092382
20,23.30124257558891
20,23.156352098123907
20,21.722873993096126
20,20.03842316287171
20,20.01584047161178
20,21.507793008639375
20,25.156104779562703
20,16.082716294898592
20,23.7070545641158
20,19.982490503258667
20,22.178751680187688
20,23.93597617700428
20,22.684923331214826
20,20.139067871629173
20,23.41363239984033
20,24.38792388103077
20,21.419545887297115
20,21.55260565740369
20,20.960935608165578
20,21.120451878705513
20,20.432232014515485
20,22.140993238947644
20,19.488995657085322
20,24.089001559404387
20,19.63726067485347
20,20.86177672079574
20,23.943476806098293
20,25.411798862655296
20,19.722819494050537
20,20.428266004855285
20,20.960377720016204
20,19.431547344051026
20,17.279313702452644
20,19.411307685822578
20,22.084502851915232
20,22.392157819142504
20,20.104703005334045
20,24.520624179131826
20,25.15139810645293
20,24.17293881949355
20,24.140221860517332
20,22.358281189084806
20,23.397580298336955
20,22.41465616570068
20,23.54582579822596
20,26.315847138186527
20,20.190005744163745
20,22.786927421495744
20,25.508609486279006
20,26.207257987189827
20,19.61434055418046
20,24.547813951625777
20,18.70434080619666
20,21.01711886414418
20,21.834272656795328
20,19.720406399268008
20,17.561196017254932
20,21.367298188828137
20,21.970130533310652
20,20.50973684772046
20,22.656002894052698
20,22.1430506516523
20,20.7595779079134
20,22.251221736291598
20,20.690297269827408
20,22.01209806358076
20,24.36239591854787
20,24.419737525973815
20,20.940102748526616
20,26.061655016921442
20,17.733896416651184
20,19.136890958308975
20,21.428197265960687
20,21.685134225355153
20,20.619871512544815
20,22.38218347558301
20,19.150675166468314
20,20.37137207377709
20,21.389537503120394
20,20.893921603501454
20,17.56185779413253
20,21.9806490479356
20,24.656216835997206
20,22.59354337491182
20,21.221075234076316
20,26.65577505997534
20,22.125582501749747
20,20.303906117279627
20,20.861502312375794
20,26.04287916332921
20,18.614169758881474
20,23.125938292417356
20,23.761714469047483
20,21.472033194899748
20,17.900538288123027
20,24.930027154729082
20,24.83446614389481
20,17.508072427195643
20,23.431726109003336
20,18.233064270478657
20,19.26205692963846
20,19.270809170104084
20,22.740784127609373
20,19.459509562857114
20,23.315247501767036
20,23.054008989608246
20,25.208653183761957
20,19.699811401049296
20,25.617362334861873
20,20.940089435310934
20,21.54882742834626
20,25.21656730910529
20,20.336343795072256
20,22.21423520012379
20,19.75039180049702
20,16.455948528365177
20,22.648929686339173
20,22.07246476638934
20,20.63965759894834
20,20.38744621589635
20,22.691744148843586
20,22.251190423132485
20,25.828527630200462
20,21.50246456415577
20,21.023108386193474
20,21.065378566417387
20,25.83977074346019
20,24.3888340469602
20,23.739938879735114
20,20.538538120935065
20,23.926110861659325
20,24.500773663531554
20,22.333470260194442
20,22.986891236068203
20,24.04073792339646
20,20.580658821064173
20,23.645103084189582
20,25.135224450230485
20,21.572593270370824
20,23.800269113769446
20,19.783448292552983
20,20.528981844100457
20,23.434877903387527
20,24.832036989361292
20,20.66760660788326
20,24.74977175946464
20,20.727716472073627
20,22.236757935025015
20,18.758427652071205
20,18.31384138734922
20,24.115761450275283
20,22.22057868790157
20,23.84380688750942
20,21.916894561903682
20,23.437290955030797
20,19.837685054771423
20,22.117035377342827
20,20.752799601225696
20,25.52777394473681
20,24.6620155127336
20,19.910500209073177
20,21.444365683231904
20,27.20838580220284
20,21.35953364078795
20,22.04244559151532
20,19.85489835553548
20,23.379563075485866
20,22.592125911181064
20,25.608891505036002
20,23.98366051384639
20,26.73367003439727
20,21.84706505238704
20,26.620945554537226
20,24.871542820678407
20,19.85215726554081
20,25.590719920273997
20,24.09625491827796
20,23.655295685963562
20,25.36926458157367
20,28.193296875687825
20,20.105615642975785
20,20.853202796882773
20,22.57001911677784
20,23.20465933532418
20,24.754930087567374
20,21.683695429495813
20,20.86391466895968
20,21.05904599003075
20,22.087893569356375
20,23.170639537199385
20,21.99239601283537
20,20.103020633923244
20,20.784564561186055
20,22.63679365879768
20,21.899520051669843
20,23.423906119997245
20,21.434324412204383
20,20.924954531819985
20,24.21255202933144
20,19.025120136871138
20,25.37101831067723
20,21.27985913138041
20,20.71862143288363
20,19.375851103474016
20,24.27580277153532
20,21.820650627020623
20,20.618157605593044
20,16.561124705480147
20,23.32234091221497
20,20.510774380301104
20,22.778867296408603
20,19.726684490434987
20,23.295751161317472
20,23.42651858019319
20,19.095501112460525
20,21.134836682624663
20,23.686546145841405
20,20.441453562266396
20,23.94174448837895
20,23.925835374625034
20,21.5027023744053
20,26.59301370846172
20,19.82169449444247
20,22.91015262264109
20,20.92695483069428
20,19.145841203719268
20,19.096241894171143
20,27.65309176016359
20,21.105540154461035
20,23.474882312057858
20,21.224171682841177
20,19.69582799022998
20,21.431610265588958
20,21.498187317341976
20,23.66185978043501
20,23.21168096147563
20,19.366473001731414
20,20.908608065093492
30,26.878695191117355
30,34.60941683332294
30,30.43030838306478
30,31.384063811654894
30,33.00619378088812
30,33.956314034228775
30,39.58157107978367
30,35.19338605777392
30,34.18046767683474
30,28.408420239002034
30,34.06619574039133
30,28.797109317213614
30,33.289411351924855
30,35.861854021151736
30,36.23660565552012
30,38.20730586258895
30,31.080399724541167
30,25.178456896651358
30,32.22196879478291
30,35.167060821133205
30,32.37177475632238
30,34.899571913384435
30,30.003491386085436
30,30.661541184767557
30,31.097941249011257
30,32.42657112930162
30,33.85602048966388
30,30.921586423622053
30,35.66085782700935
30,32.43630418661947
30,30.102988991753865
30,30.092221228628738
30,30.723636087835242
30,30.331654914723206
30,37.11005679095679
30,32.709022743393305
30,29.847284353286778
30,27.65193610644603
30,27.520805744068024
30,34.051028376804986
30,34.564123003392965
30,32.32407652674434
30,34.45055323336444
30,33.38956840247422
30,31.961774734725985
30,35.171658287301305
30,30.606082972470272
30,35.18847689542023
30,30.179745176248716
30,29.991111173260496
30,31.643024934142748
30,30.39840435441709
30,32.79531073525041
30,29.21279694952864
30,33.74428699160761
30,34.305017382512446
30,32.97441830412869
30,35.51635332665225
30,32.1152668775891
30,29.669190220050755
30,37.31406366573607
30,32.47057998388031
30,28.90940181683456
30,32.02617835632293
30,36.49395748796087
30,28.09861918385521
30,33.290114781344116
30,32.98008490732672
30,37.408722489794705
30,33.67666735638785
30,29.162099864687725
30,34.58270104713611
30,34.684917150498286
30,32.234189549271086
30,31.802752527242376
30,36.323442671217386
30,28.222222175337333
30,33.426498665223654
30,32.42191620352495
30,32.94008850802756
30,34.90364680892747
30,35.775638601767945
30,25.736190416752002
30,33.46942286902749
30,32.75390765363672
30,29.65722729385734
30,30.428933027871558
30,35.14405418738616
30,29.744089856442848
30,34.131739018756576
30,32.52371529077449
30,29.365190596924005
30,25.761452728407534
30,29.219127737145076
30,32.61461516058307
30,32.33519364094438
30,30.626194087313255
30,29.724135440345158
30,30.84667201002834
30,29.967728779643032
30,33.54390957547311
30,32.37666924924695
30,32.77375439176019
30,27.41376556021556
30,30.269780114057426
30,27.32239332076315
30,31.99660233577359
30,27.723638470021022
30,30.089235279478416
30,31.353215717923685
30,33.88289005821325
30,30.28790598442375
30,31.03591889291628
30,30.432243625495122
30,31.53287000372317
30,33.615789655974936
30,32.345551941764086
30,34.609980524010254
30,31.78770591679135
30,27.622389130369598
30,29.48883775256505
30,29.577857660494608
30,28.03827834397593
30,34.75656603793665
30,35.10762102234278
30,28.31159255501411
30,33.05081984068235
30,26.636581224095966
30,33.500783741838944
30,33.90733551240759
30,35.64629782911098
30,30.645743654234906
30,31.392312064756517
30,30.91063739723684
30,37.57370115120522
30,33.74876826596032
30,33.54767781405275
30,33.38294933861469
30,27.546253502678532
30,38.29760934834367
30,29.182807497315736
30,29.42775872467768
30,30.76330189012348
30,32.425018144142385
30,34.52051626146917
30,35.36888166151905
30,33.184511733965074
30,29.808502555843575
30,37.68652813578789
30,31.1941764109728
30,33.84423099497844
30,26.08512896268806
30,34.159590543914106
30,30.312000664149906
30,36.64938515409149
30,28.79999476755514
30,30.75605306297233
30,30.96383544897369
30,34.73232726542839
30,30.148400954454832
30,35.14208523960473
30,31.070553252323336
30,33.80979242128778
30,36.73296588551474
30,37.76173467301605
30,37.58329934947617
30,33.86258882514601
30,32.22983383197634
30,34.24037179515639
30,32.600898529127036
30,32.746164252187974
30,39.36681706343402
30,32.21832159960551
30,32.17885540015115
30,29.190009029179155
30,33.61358141176532
30,33.628012766221005
30,32.477697931736834
30,32.47085102070005
30,30.494364465195844
30,35.98594801818421
30,27.650654360372098
30,30.555375006557682
30,36.019198570553975
30,31.464557944971478
30,31.795728345508113
30,31.496251343105076
30,28.662040111362618
30,30.302092678628696
30,33.193311111840366
30,37.88514557980494
30,33.634969544938855
30,32.75091351559859
30,34.18192608801614
30,31.366987883686058
30,33.64833713368078
30,34.3124871946236
30,32.280570403379414
30,32.90827916968103
30,34.16450258098552
30,30.08561447419909
30,32.279980056457916
30,33.349243024401225
30,32.93854048759502
30,31.75459656235182
30,30.865697863264575
30,30.7711241665249
30,33.6817501812494
30,29.029041332174607
30,32.55407887506012
30,32.961015172730676
30,31.0719622859328
30,29.752141317786744
30,26.87836008174579
30,36.39583438597545
30,38.42658674147789
30,31.54139602899719
30,32.632788123469545
30,34.741853606948574
30,26.786153927397613
30,36.76715057063127
30,28.92943203912615
30,27.976356581484996
30,32.57971915120214
30,33.954313693760106
30,31.860734687380003
30,27.79699906194958
30,36.67443214790828
30,31.233154507674314
30,33.24635073731197
30,33.00055013958312
30,30.153629935043885
30,29.463909110657287
30,31.236235309797483
30,31.789111100568647
30,35.139154188010984
30,31.760885301152555
30,32.84684365101849
30,31.666900126566944
30,28.948791735298766
30,29.989888650381705
30,28.86607303090574
30,31.556675898166425
30,34.703004425872315
30,36.0567166345829
30,30.69950260504298
30,29.974807828262424
30,34.31281373935484
30,35.308336256671076
30,31.424507758129717
30,29.35210394174927
30,28.3333938735992
30,32.52751205914738
30,31.77366041717668
30,35.450505774155566
30,35.91795308759635
30,30.775218305218008
30,34.60562460640642
30,34.493261240947575
30,32.58440099903391
30,33.74849645410302
30,31.506285856563792
30,33.105888624584
30,28.025133427982215
30,33.73258533511828
30,33.51289269114399
30,34.07743470876598
30,29.738336330391384
30,31.640639725232795
30,33.647124682219555
30,32.26371548335903
30,28.562201412229637
30,33.85671868967105
30,28.746368890255052
30,34.83131401317862
30,31.449870877911266
30,30.281671522426045
30,34.55020942680786
30,38.29634607684201
30,28.85442142177511
30,34.85846905903791
30,31.59250716405126
30,30.563231784406543
30,37.54889298625475
30,34.1850792754134
30,31.951292066238068
30,31.631408006125344
30,30.580409428358788
30,34.026018830433486
30,32.50867826273813
30,30.071213602402047
30,34.40297127449498
30,33.40812029437455
30,30.96870082455777
30,32.79976956228875
30,36.01469641990377
30,33.09762207290733
30,34.70048197341974
30,32.71399988784395
30,33.746172025002664
30,34.78535761503992
30,38.69970022073381
30,30.88657670113723
30,33.791701126445574
30,31.18990577434616
30,32.825112038239695
30,34.45195329068182
30,35.06754243168749
30,37.66376718812183
30,33.944216768809085
30,31.094663424240697
30,33.084485953073575
30,27.164684430149443
30,35.16335037550203
30,33.040078047806404
30,33.86779064619832
30,34.07004935900626
30,29.566362576328014
30,36.60370425171433
30,31.271893839066458
30,32.83910251692597
30,30.59063242489863
30,30.576217899569592
30,35.544750567634466
30,27.74358803969654
30,31.474548519908918
30,34.54735907870882
30,32.090408895026755
30,34.20986186329317
30,34.11555569880618
30,34.048283543676774
30,30.528701558236694
30,32.32194149143929
30,33.83957607393527
30,32.27726515490244
30,29.878757021264626
30,29.04256359833269
30,33.77972412246496
30,29.72935600878602
30,37.45058504128144
30,30.732334477951394
30,30.44840827319425
30,29.34849710111782
30,34.75441513791828
30,33.172937978423185
30,33.8547935120234
30,33.86950706478505
30,30.742794558302904
30,29.352291169226124
30,30.272822343459417
30,33.19388282294568
30,30.02481885355067
30,37.95738658789695
30,34.73439819827369
30,29.87669556446619
30,30.475754674941253
30,34.29096250335357
30,34.57293270180412
30,25.749328219463642
30,33.35238741168637
30,32.40199779123099
30,32.335229782425635
30,34.189777050232834
30,32.7750249911726
30,33.598571996624116
30,33.326707980198634
30,34.39850814248143
30,28.610157189066523
30,34.64492458209588
30,30.779543119745554
30,37.20535347141053
30,33.32999314316192
30,31.661302816181866
30,36.53215253806907
30,33.629670969275594
30,28.967221330450442
30,34.01258399343282
30,32.77564486764989
30,31.708609339965452
30,33.575333776166204
30,35.7849334240203
30,31.277526285694233
30,30.61118785008329
30,31.66979998751414
30,37.134942053559485
30,34.55277181241851
30,33.82786797097429
30,37.31640673737273
30,30.558816199548307
30,27.407449961019676
30,32.79413094792897
30,33.77208110841931
30,32.3327558043702
30,32.56298999788902
30,33.07599796076686
30,34.65449583396571
30,31.718966235191647
30,33.41105366632707
